absolute_path,file_name,file_size_bytes,file_md5,女性人物形象描述,场景和剧情推测,提取关键词,存在的标签有
/Users/firewell/影视/AV/#整理完成/愛才りあ/IPZZ-565-C IPZZ-565 俺のことが昔から大好きな幼馴染に1ヶ月の禁欲をさせて彼女不在中にハメまくった甘くも切ない3日間 愛才りあ （ブルーレイディスク） 生写真3枚付き/IPZZ-565-C.mp4,IPZZ-565-C.mp4,5214962383,07b917ac5034dd7ebad3350e25383896,"- 外貌特征：年龄约30岁左右（成熟女性），身材丰满，长发（部分场景为披肩长发，部分为马尾造型），妆容以淡妆为主，面部精致，有红唇等妆容细节；
- 服装穿着：多种风格，包含白色泡泡袖短袖上衣搭配灰色格纹短裙（职场风格）、黄色短袖上衣、内裤、裸体等；无鞋子、眼镜、眼罩；
- 是否穿着丝袜以及丝袜的颜色：未穿着丝袜；
- 整体气质和风格：性感成熟，带有情色表演风格，动作和表情偏向亲密挑逗，气质优雅又充满诱惑。","- 女性职业：职场女性（OL）或家庭相关职业（如主妇），从服装的OL风格及场景推测；
- 场景环境描述：以室内环境为主，包含卧室（有床、窗帘等布置）、酒店房间、浴室（有浴缸、瓷砖墙面等设施）等，布置温馨且私密；
- 可能的剧情情节：涉及亲密关系互动，包含婚外情、性爱等情节，通过画面中的亲密动作（接吻、性姿势等）推测；
- 人物关系和互动：与男性角色为亲密关系（如夫妻、情人），互动包含亲密接吻、性爱等行为，关系偏向暧昧甚至亲密。",提取的关键词有：丰满、成熟、长发、马尾、OL、裸体、性感、亲密、室内、酒店、浴室、床、巨乳、内裤、情趣装、性感、熟女、老婆、人妻、少妇、偷情、床上、口交、裸体、巨乳、丝袜（若存在但此场景无则不列）、高颜值、御姐、姐姐、女友、大奶等。,丰满、熟女、性感、巨乳、内射、口交、床上、淫妻、老婆、人妻、少妇、偷情、出轨、高颜值、御姐、姐姐、女友、大奶、丝袜、高颜值、性感、熟女、老婆、人妻、少妇、偷情、淫荡、奶子、内射、口交、情趣装、姐姐、巨乳、裸体、酒店、浴室、OL、裸体、性感、淫妻、女友、大奶、床上、巨乳、熟女
/Users/firewell/影视/AV/#整理完成/愛才りあ/IPZZ-570-C IPZZ-570 革命的美少女の追い込みアクメ超覚醒 ポルチオ！追撃！激ピストン！マジイキ超連発SPECIAL 愛才りあ （ブルーレイディスク） 生写真3枚付き/IPZZ-570-C.mp4,IPZZ-570-C.mp4,7958499867,2f913441a52852e4de2dbc10be3f711e,"- 外貌特征：年龄约25 - 35岁，身材丰满，发型为长发（部分画面呈现长发披散，部分为扎发造型），妆容为浓妆（带有红唇等元素），面容精致。
- 服装穿着：身着带有蓝色花纹的白色露肩连衣裙，以及白色、蓝色的蕾丝内衣、内裤等；未佩戴眼镜、眼罩，也未穿着鞋子；未穿着丝袜（画面中未显示丝袜相关特征）。
- 是否穿着丝袜以及丝袜的颜色：未穿着丝袜，画面中未呈现丝袜，因此无法明确丝袜颜色。
- 整体气质和风格：整体气质具备成熟女性的性感魅力，风格偏向激情与媚态，展现出强烈的魅力与吸引力。","- 女性职业：推测为成人影视演员（或从事相关演艺职业）。
- 场景环境描述：场景为室内私密空间，布置有床、装饰性绿植、暖光与红光照明设施，属于私人居住类或类似私密场所，环境温馨且具有私人化氛围。
- 可能的剧情情节：剧情围绕亲密关系与激情互动展开，属于成人题材剧情，包含亲吻、身体接触、激情行为等情节，演员所饰演的角色为具有主动性与热情感的女性角色，剧情可能涉及婚外情、激情约会等亲密互动类情节。
- 人物关系和互动：与男性角色关系为亲密伴侣（如情人、情侣），二者互动频繁且亲密，包含亲吻、身体接触、激情行为等互动形式。",提取能够描述人物和场景的关键词，重点关注人物特征、服装、场景、动作等，关键特征标签为：性感、蕾丝、内衣、床上、成熟、长发、激情、亲密、室内、床、互动、巨乳、丝袜、媚态。,性感、熟女、巨乳、床上、丝袜、人妻、少妇、淫荡、御姐、高颜值、内射、强奸、性感、已婚、蕾丝、内衣、口交、情趣装、姐姐
/Users/firewell/影视/AV/#整理完成/愛才りあ/IPZZ-590-C IPZZ-590 出張先が記録的豪雨で童貞部下と突然相部屋に…雨で濡れた身体に興奮した部下に襲われ朝まで7発のびしょ濡れ絶倫性交/IPZZ-590-C.mp4,IPZZ-590-C.mp4,5194079369,338fa220aa357ac2cd830492225b7b88,"- 外貌特征：年龄约25 - 30岁，属于成熟女性；身材丰满，曲线优美；发型为黑色长发，部分场景为披肩长发，部分场景盘成发髻；妆容为淡妆，有自然红唇和精致面部妆容，显得优雅且性感。
- 服装穿着：衣物包含灰色西装外套、白色衬衫、灰色包臀裙、浅蓝色蕾丝内衣、黑色内裤、黑色丝袜；风格兼具职业装（西装、衬衫、裙子）与性感内衣风格；无眼镜和眼罩。
- 是否穿着丝袜以及丝袜的颜色：穿着丝袜，颜色为黑色。
- 整体气质和风格：成熟性感，兼具职业女性的干练与性感的特质，风格偏向熟女、御姐，气质自信且具有吸引力，整体形象兼具职业魅力与性感韵味。","- 女性职业：OL（办公室职员）。
- 场景环境描述：包含现代酒店房间（床、浴室、灯光布置）、办公场所（门、西装场景）等，环境具有现代商业与休闲结合的特点。
- 可能的剧情情节：推测为职场关系下的情感与亲密情节，从对话和互动来看，女性与男性为亲密关系（情侣或伴侣），剧情围绕两人情感发展与亲密互动展开，包含调情、身体接触、性关系等情节，属于浪漫/亲密向剧情。
- 人物关系和互动：女性与男性为亲密关系（情侣、伴侣），互动包含对话交流、调情、亲密身体接触（如触碰、性爱动作等），关系亲密且女性在互动中表现出主动、热情的态度。",提取的关键特征标签：熟女、OL、职业装、西装、衬衫、裙子、黑丝、内衣、酒店、浴室、亲密互动、性感、长发、成熟、丝袜、床、对话、御姐、姐姐、少妇、人妻、性感、御姐、姐姐、少妇、人妻、极品、偷情、老婆、女神、巨乳、身材、内射、绿帽、露脸、阿姨、颜值、淫荡、后入、小姐姐、骚货、良家、对白、骚话、丝袜、奶子、高颜值、打桩、出轨、老师、顶级、精液、床上、性感、闺蜜、已婚、肉丝、口交、情趣装、姐姐、强奸、迷奸、高挑美女、一男两女、OL、职业装、办公室、酒店、口交、情趣装等。,熟女、OL、职业装、黑丝、丝袜、酒店、性感、御姐、姐姐、少妇、人妻、极品、偷情、老婆、女神、巨乳、身材、内射、绿帽、露脸、阿姨、颜值、淫荡、后入、小姐姐、骚货、良家、对白、骚话、丝袜、奶子、高颜值、打桩、出轨、老师、顶级、精液、床上、性感、闺蜜、已婚、肉丝、口交、情趣装、姐姐、强奸、迷奸、高挑美女、一男两女、OL、办公室、酒店、口交、情趣装
/Users/firewell/影视/AV/#整理完成/愛才りあ/IPZZ-613-C IPZZ-613 携帯ナースコールで24時間口内射精OK！ 即尺超好きおしゃぶり痴女ナース/IPZZ-613-C.mp4,IPZZ-613-C.mp4,5471860108,9de31abeaa1423068cab59e563013c8d,"- 外貌特征：年龄处于青年至中年阶段，拥有长发（部分场景为披发，部分为扎马尾或保留刘海），脸部有淡妆，妆容自然柔和；身材丰满，体态匀称。
- 服装穿着：身着多种护士制服（如白色基础款、粉色外套、黑色外套等），均搭配护士帽；无眼镜与眼罩；穿着丝袜，颜色为白色。
- 是否穿着丝袜以及丝袜的颜色：穿着丝袜，颜色为白色。
- 整体气质和风格：整体气质偏向主动且性感的护士角色，风格具有挑逗性，通过制服呈现职业化特质，同时动作与气质结合呈现诱惑性演绎风格。","- 女性职业：推测为护士（依据制服、护士帽及护理场景特征判断）。
- 场景环境描述：场景为室内私密空间，布置温馨，存在床、窗帘、床铺等设施，类似酒店房间或私人护理场所，光线柔和，环境封闭。
- 可能的剧情情节：剧情围绕演员饰演的护士角色展开，包含与男性角色的亲密互动情节，属于影视化演绎，涉及护理场景下的互动与动作呈现。
- 人物关系和互动：女性（护士角色）与男性角色存在亲密互动关系，互动形式包含亲昵接触、服务性动作等，属于角色扮演类的剧情互动。",护士、护士服、丝袜、丰满、室内、床、亲密互动、挑逗、长发、淡妆、护士帽、酒店房间,护士、丝袜、熟女、丰满、床上、性感、职业装、口交、女技师、内射、酒店、白丝
/Users/firewell/影视/AV/#整理完成/愛才りあ/IPZZ-643 IPZZ-643 修学旅行の下見出張でセクハラ教師とまさかの相部屋に…軽蔑していたキモ教師に死ぬほどイカされまくった屈辱SEX 愛才りあ （ブルーレイディスク）/IPZZ-643.mp4,IPZZ-643.mp4,6448023885,b0f9b05cf3fd1e32e50c396d6a46dfe3,"- 外貌特征：年龄约为30岁左右，属于熟女范畴，身材丰满，长发（存在披散、马尾、盘发等多种发型），妆容为浓妆（红唇等突出妆容），面部呈现自然肤色。
- 服装穿着：衣物涵盖职业装（蓝色衬衫、黑色西装外套）、传统和服、浴池场景下的轻衣或裸体状态，未穿鞋子；部分画面中佩戴眼镜，无眼罩；未穿着丝袜。
- 整体气质和风格：兼具职业女性的干练专业感与私密场景下的性感媚态，风格多样且富有变化。","- 女性职业：推测为办公室职员（如秘书、白领），依据其穿着职业西装、处于办公环境等特征判断。
- 场景环境描述：包含室内办公空间（有窗帘、桌子、日式风格装饰房间）、私密休闲场所（浴池，类似温泉或按摩空间）、传统日式房间（榻榻米、推拉门等布置）。
- 可能的剧情情节：围绕职场关系或私人互动展开，情节包含亲密接触、调情、私密空间内的亲密行为等。
- 人物关系和互动：与男性角色存在亲密互动关系，可能是配偶、同事或服务对象，互动形式包括对话、肢体接触、浴池内亲密行为等，关系偏向亲密或暧昧。",- 提取的关键词：熟女、办公室、和服、浴池、丰满、眼镜、亲密互动、裸体、性感、少妇、人妻、职业装、裸体等。,少妇、熟女、身材、眼镜、办公室、浴池、和服、裸体、性感、人妻、OL、职业装
/Users/firewell/影视/AV/#整理完成/愛才りあ/OAE-272 OAE-272 ALL NUDE/OAE-272.mp4,OAE-272.mp4,6028166527,7372f4c86c6785d48bc5a4aeaf774a1a,"- 外貌特征：年龄约20 - 35岁，身材丰满，体态良好；发型包含长发、马尾、短发等多种样式；妆容有浓妆（红唇、眼妆等）、淡妆及素颜；颜值较高，面部精致。
- 服装穿着：身着浅色蕾丝比基尼、黑色蕾丝内衣、带有白色装饰的女仆制服（搭配白色丝袜）、浅色针织开衫等；未佩戴眼镜、眼罩；既有穿丝袜的情况（如白色、黑色蕾丝款丝袜），也有裸体等未穿丝袜的情况。
- 是否穿着丝袜以及丝袜的颜色：穿着丝袜，颜色涵盖白色、黑色蕾丝款等。
- 整体气质和风格：性感、成熟，带有情色题材特有的风情与媚态，通过比基尼、女仆装、裸体等多种服装造型展现性感与风情，气质偏向媚惑、诱惑。","- 女性职业：推测为成人影片演员，饰演情色题材角色。
- 场景环境描述：以室内场景为主，包含酒店房间、卧室（有床、床单、枕头等），部分场景有窗户透进自然光，环境布置私密、温馨，灯光营造性感氛围。
- 可能的剧情情节：围绕情色互动展开，包含角色扮演（如女仆）、性感展示、亲密情节等，属于成人影片常见的情色剧情。
- 人物关系和互动：以单女主为主，通过不同场景与造型展现自我，或隐含与男性角色的互动，人物关系偏向私密、性感的单线互动。",性感、比基尼、蕾丝、女仆装、丝袜、床、裸体、内衣、长发、高颜值、情趣装、丰满、御姐、漂亮、约炮、出轨、制服、酒店、黑丝、白丝、床上、内衣、女仆、情趣装、姐姐等。（提取人物特征、服装、场景、动作等关键词）,少妇、熟女、女神、巨乳、身材、黑丝、白丝、丝袜、性感、奶子、高颜值、御姐、漂亮、约炮、出轨、女仆、制服、酒店、内衣、裸体、情趣装、姐姐
"/Users/firewell/影视/AV/#整理完成/本田瞳,星あめり,武藤あやか/nask-254 NASK-254 義父に縛られた嫁 隷属の縄に悦び悶える痴態 緊縛調教に堕ちた美しき人妻たち 4人4時間/nask-254.mp4",nask-254.mp4,10849074008,9052e868ccc42e65f69cb8b152372159,"- 外貌特征：年龄约30岁左右（熟女范畴），身材丰满具曲线感；发型为中短棕色头发（部分画面为绑起造型）；妆容浓，眼妆、唇妆突出，整体造型成熟性感。
- 服装穿着：在情色/束缚场景多赤裸身体，仅部分画面穿着白色轻薄衣物、衬衫等；无鞋子、眼镜、眼罩等配件；未穿着丝袜（画面中未显示丝袜）。
- 整体气质和风格：在剧情中呈现性感与脆弱兼具的状态，风格偏向情色表演，情绪有抗拒、痛苦与配合交织，属于“被调教、凌辱”类角色风格。","- 女性职业：情色影片女演员（女优），饰演在束缚场景下经历性互动的角色。
- 场景环境描述：室内空间，以日式风格为主（有榻榻米、推拉门、木质装饰），光线柔和，布置私密，包含床铺、蜡烛等元素。
- 可能的剧情情节：女性被绳子束缚后，与多名男性（含年长男性）发生性关系，包含调教、内射、凌辱等情色情节，剧情围绕“束缚下的性互动”展开，隐含关系如出轨、家庭内情色等。
- 人物关系和互动：与多名男性有性互动（被束缚后形成控制关系），日常场景中与一名男性（如配偶）有互动，以情色场景下的多男性互动为核心关系模式。",熟女、裸体、束缚、绳结、情色、日式房间、男性互动、巨乳、性感、淫妻、凌辱、内射、露脸、高颜值、出轨、情色、束缚。,少妇、淫妻、熟女、巨乳、调教、身材、淫荡、内射、强暴、凌辱、淫妻、露脸、高颜值、性感、出轨、情色、束缚、绳结
/Users/firewell/影视/AV/#整理完成/栗山莉緒/JUR-289-C 人妻秘書、汗と接吻に満ちた社長室中出し性交 すべての社長が望む愛人秘書の理想郷。/JUR-289-C.mp4,JUR-289-C.mp4,6792539682,46485585c8e1b977a4ea86edaf9083fb,"- 外貌特征：年龄约30 - 40岁，为成熟女性；身材丰满，曲线明显；发型为长发（带有齐肩刘海，发色为棕色系，发型呈直发状态）；妆容为浓妆，包含红唇、眼妆等，整体妆容精致。
- 服装穿着：身着职业装风格白色宽松衬衫（领口较低）、黑色蕾丝内衣、白色短上衣搭配蕾丝内衣；未佩戴鞋子、眼镜、眼罩；穿着黑色丝袜。
- 是否穿着丝袜以及丝袜的颜色：穿着丝袜，丝袜颜色为黑色。
- 整体气质和风格：性感媚态，兼具职业女性的成熟感，风格偏向情色与挑逗，通过姿态、动作展现媚态与亲昵感。","- 女性职业：推测为办公室职员（OL、秘书等），依据场景中的办公室环境、职业装风格及职场互动元素判断。
- 场景环境描述：场景包含办公室（深色墙面、办公桌、西装着装人物）、酒店房间（沙发等软装、室内空间）、私人休息区域（沙发、床等亲密场景），环境风格现代，以室内空间为主，部分场景为私密性空间。
- 可能的剧情情节：剧情围绕办公室内的职场不伦关系展开，女性职员与公司长辈（如社长、主管）产生亲密和性关系，包含对话互动（如“社长”“小穴”“肉棒”等台词），情节涉及暧昧、偷情及亲密行为，属于成人题材下的职场情色剧情。
- 人物关系和互动：女性与老年男性角色为上下级关系（如职员与主管、社长），互动包含亲吻、性接触等亲密行为，关系不伦，对话体现角色身份与互动性质，属于职场外的不当亲密关系。",丰满、黑丝、OL、办公室、亲密、亲吻、浓妆、成熟、长发、职业装、性互动、室内、女性等；重点关注人物特征（丰满、长发、浓妆）、服装（职业装、蕾丝内衣、黑丝）、场景（办公室、室内）、动作（亲密、亲吻）,少妇、熟女、丰满、黑丝、丝袜、办公室、亲密、亲吻、浓妆、成熟、OL、老师、人妻、大奶、性感、已婚、奶子、御姐、漂亮、淫荡、出轨
/Users/firewell/影视/AV/#整理完成/桜空もも/IDBD-970 桜空ももと濃厚中出し121発 極上美女との生ハメSEXの快楽に心もカラダも奪われる31SEX8時間BEST/IDBD-970.mp4,IDBD-970.mp4,21682280984,de85d4d0f9e7cd218adb18d0ecde5c66,"- 外貌特征：年龄为年轻女性（约20 - 30岁），身材丰满，发型有马尾、披肩长发等，妆容包含浓妆与自然妆，面部呈现成熟女性气质。
- 服装穿着：涵盖裸体、内衣（蕾丝款、普通款）、校服（白衬衫搭配领结）、情趣装（黑丝袜、皮革制服装、绑带约束装置、长靴等），无眼镜、眼罩等特殊配饰。
- 是否穿着丝袜以及丝袜的颜色：穿着丝袜，颜色主要为黑色。
- 整体气质和风格：整体呈现出性感、成熟风，风格多样（包含学生风、御姐风、情趣装风格等），动作亲昵且富有表现力，气质偏向情色表演或亲密互动的成熟女性风格。","- 女性职业：推测为情色表演相关职业（如女艺员、女技师等），或剧情中扮演的学生、女性角色。
- 场景环境描述：包含多种私密空间，如浴室（带瓷砖、水温显示装置）、学校教室（有课桌、黑板、窗帘）、酒店房间（床、床头柜、台灯）、私人居住空间（床、沙发）等，环境风格从日常到私密情趣场所不等。
- 可能的剧情情节：多场景的情色互动情节，涵盖亲密接触、拘束下的互动、不同环境下的激情场景，属于系列情色短片，包含校园、酒店、私密房间等不同场景下的角色互动。
- 人物关系和互动：与男性角色进行亲密、激情互动，关系偏向情色表演中的配合，无明确现实生活关系，互动形式多样（一对一、多人互动等），呈现亲密、挑逗等动作。",丰满、黑丝、情趣装、浴室、教室、酒店、裸体、性感、学生、御姐、熟女、女神、绑带、亲密互动、校园、私密空间、情色表演,黑丝、丝袜、情趣装、丰满、巨乳、性感、浴室、教室、酒店、学生、御姐、熟女、女神、调教、淫荡、裸体、亲密、校园、私密空间、情趣装、绑带、凌辱、少妇、母狗、极品、偷情、老婆、人妻、真实、巨乳、调教、身材、黑丝、白丝、双飞、换妻、女友、大奶、内射、绿帽、露脸、阿姨、颜值、熟女、淫荡、大学生、后入、小姐姐、骚货、良家、对白、骚话、丝袜、奶子、高颜值、御姐、漂亮、约炮、打桩、出轨、老师、床上、性感、闺蜜、已婚、学生、淫妻、口交、情趣装、姐姐、足交、迷奸、多人、群交、一男两女、OL、职业装、办公室、浴室、酒店、学校、按摩、情趣装
/Users/firewell/影视/AV/#整理完成/桜空もも/IPZZ-502-C 精子ぶりゅぶりゅ中出し大乱交ノーカットSP 総勢16名20発オーバーの大ザーメン祭り！/IPZZ-502-C.mp4,IPZZ-502-C.mp4,7063984769,358fb736b062d5a435351421ef57df09,"- 外貌特征：年龄约为20 - 30岁，年轻女性；身材丰满，曲线优美；发型为黑色长发并带有齐刘海；妆容为淡妆，突出红唇，整体神态娇媚。
- 服装穿着：画面中可见穿着紫色蕾丝风格的内衣（含吊带与内裤），部分画面处于裸体状态；未穿戴鞋子、眼镜、眼罩等配饰；未穿着丝袜。
- 是否穿着丝袜以及丝袜的颜色：未穿着丝袜。
- 整体气质和风格：整体展现性感、娇媚的气质，符合成人影视中角色的风格，动作与表现偏向亲昵、亲密的互动模式。","- 女性职业：推测为成人影视演员，饰演参与多人互动等情节的角色，属于成人娱乐行业相关职业。
- 场景环境描述：场景多为室内私密空间，包含带有花纹的沙发、床、浴室（有瓷砖墙面与浴缸等设施），环境布置温馨且私密，灯光柔和，部分场景存在装饰性沙发与瓷砖墙。
- 可能的剧情情节：包含多人参与的亲密互动情节，如性爱动作、调教、互动等，情节偏向成人影片的亲密关系与性爱场景，涉及“偷情”“换妻”“多人”等元素。
- 人物关系和互动：与其他男性角色存在亲密互动关系，包括亲吻、性爱动作、肢体接触等，属于剧情设定下的亲密关系互动，可能是“老婆”“人妻”“女友”等关系下的情节，存在“出轨”“一男两女”等多人对女性的互动。",提取的关键词有：女性、年轻、紫色内衣、裸体、室内空间、多人互动、性爱动作、蕾丝内衣、长发、丰满身材、浴室、床、亲密互动、性感、内衣、裸体、多人等。重点关注人物特征（长发、丰满）、服装（紫色蕾丝内衣）、场景（室内沙发、浴室）、动作（亲密互动、性爱动作）。,少妇、母狗、极品、偷情、老婆、人妻、真实、女神、巨乳、调教、身材、露脸、颜值、熟女、淫荡、大学生、后入、小姐姐、骚货、对白、奶子、高颜值、口交、情趣装、姐姐、内射、绿帽、出轨、老师、顶级、精液、床上、性感、多人、群交、一男两女、女友、大奶、微胖、双飞、换妻、淫妻、学妹、模特、长发、红唇、丰满、内衣、口交、床上、丁字裤、会所、女技师、秘书、凌辱、屈辱、强暴、少女、成熟、素颜、红唇、丰满、微胖、情趣装、浴室、酒店、内射、口交、床上
